Real_Time,Time_Elapsed(s),Lux,Target,Effort,Foil_V,LED_Pct
15:30:15,2557.902,1001,1000,112,10.0,21
15:30:15,2558.105,995,1000,112,10.0,21
15:30:16,2558.307,996,1000,112,10.0,21
15:30:16,2558.497,997,1000,112,10.0,21
15:30:16,2558.697,995,1000,112,10.0,21
15:30:16,2558.896,990,1000,112,10.0,21
15:30:16,2559.095,995,1000,112,10.0,21
15:30:17,2559.297,997,1000,112,10.0,21
15:30:17,2559.498,995,1000,112,10.0,21
15:30:17,2559.702,999,1000,112,10.0,21
15:30:17,2559.904,996,1000,112,10.0,21
15:30:17,2560.092,999,1000,112,10.0,21
15:30:18,2560.292,996,1000,112,10.0,21
15:30:18,2560.491,999,1000,112,10.0,21
15:30:18,2560.692,1002,1000,112,10.0,21
15:30:18,2560.893,1003,1000,112,10.0,21
15:30:18,2561.096,1005,1000,112,10.0,21
15:30:19,2561.295,999,1000,112,10.0,21
15:30:19,2561.489,999,1000,112,10.0,21
15:30:19,2561.688,1002,1000,112,10.0,21
15:30:19,2561.887,998,1000,112,10.0,21
15:30:19,2562.09,1001,1000,112,10.0,21
15:30:20,2562.289,1004,1000,112,10.0,21
15:30:20,2562.491,1005,1000,112,10.0,21
15:30:20,2562.69,1005,1000,112,10.0,21
15:30:20,2562.893,1001,1000,112,10.0,21
15:30:20,2563.085,1001,1000,112,10.0,21
15:30:21,2563.284,1002,1000,112,10.0,21
15:30:21,2563.483,1002,1000,112,10.0,21
15:30:21,2563.682,996,1000,112,10.0,21
15:30:21,2563.884,997,1000,112,10.0,21
15:30:21,2564.086,998,1000,112,10.0,21
15:30:22,2564.287,994,1000,112,10.0,21
15:30:22,2564.488,993,1000,112,10.0,21
15:30:22,2564.688,997,1000,112,10.0,21
15:30:22,2564.89,1000,1000,112,10.0,21
15:30:22,2565.079,1002,1000,112,10.0,21
15:30:23,2565.279,998,1000,112,10.0,21
15:30:23,2565.481,1001,1000,112,10.0,21
15:30:23,2565.683,1004,1000,112,10.0,21
15:30:23,2565.884,1005,1000,112,10.0,21
15:30:23,2566.086,1005,1000,112,10.0,21
15:30:24,2566.276,1001,1000,112,10.0,21
15:30:24,2566.475,1001,1000,112,10.0,21
15:30:24,2566.676,1002,1000,112,10.0,21
15:30:24,2566.878,1001,1000,112,10.0,21
15:30:24,2567.079,996,1000,112,10.0,21
15:30:25,2567.282,998,1000,112,10.0,21
15:30:25,2567.472,999,1000,112,10.0,21
15:30:25,2567.671,993,1000,112,10.0,21
15:30:25,2567.873,994,1000,112,10.0,21
15:30:25,2568.075,998,1000,112,10.0,21
15:30:26,2568.277,1001,1000,112,10.0,21
15:30:26,2568.477,1003,1000,112,10.0,21
15:30:26,2568.669,1003,1000,112,10.0,21
15:30:26,2568.868,1005,1000,112,10.0,21
15:30:26,2569.067,1000,1000,112,10.0,21
15:30:27,2569.268,1000,1000,112,10.0,21
15:30:27,2569.469,1001,1000,112,10.0,21
15:30:27,2569.673,998,1000,112,10.0,21
15:30:27,2569.865,999,1000,112,10.0,21
15:30:27,2570.065,999,1000,112,10.0,21
15:30:28,2570.264,1000,1000,112,10.0,21
15:30:28,2570.465,995,1000,112,10.0,21
15:30:28,2570.665,996,1000,112,10.0,21
15:30:28,2570.865,997,1000,112,10.0,21
15:30:28,2571.065,992,1000,112,10.0,21
15:30:29,2571.267,996,1000,112,10.0,21
15:30:29,2571.469,999,1000,112,10.0,21
15:30:29,2571.66,996,1000,112,10.0,21
15:30:29,2571.86,999,1000,112,10.0,21
15:30:29,2572.06,1002,1000,112,10.0,21
15:30:30,2572.263,1004,1000,112,10.0,21
15:30:30,2572.463,1006,1000,112,10.0,21
15:30:30,2572.658,1000,1000,112,10.0,21
15:30:30,2572.857,1000,1000,112,10.0,21
15:30:30,2573.056,1003,1000,112,10.0,21
15:30:31,2573.258,1000,1000,112,10.0,21
15:30:31,2573.46,1003,1000,112,10.0,21
15:30:31,2573.661,999,1000,112,10.0,21
15:30:31,2573.861,1002,1000,112,10.0,21
15:30:31,2574.062,998,1000,112,10.0,21
15:30:32,2574.254,1001,1000,112,10.0,21
15:30:32,2574.453,997,1000,112,10.0,21
15:30:32,2574.652,1000,1000,112,10.0,21
15:30:32,2574.852,1003,1000,112,10.0,21
15:30:32,2575.052,1004,1000,112,10.0,21
15:30:33,2575.252,1006,1000,112,10.0,21
15:30:33,2575.453,1000,1000,112,10.0,21
15:30:33,2575.653,1001,1000,112,10.0,21
15:30:33,2575.855,1001,1000,112,10.0,21
15:30:33,2576.054,998,1000,112,10.0,21
15:30:34,2576.247,999,1000,112,10.0,21
15:30:34,2576.447,999,1000,112,10.0,21
15:30:34,2576.647,998,1000,112,10.0,21
15:30:34,2576.848,997,1000,112,10.0,21
15:30:34,2577.051,998,1000,112,10.0,21
15:30:35,2577.253,999,1000,112,10.0,21
15:30:35,2577.452,993,1000,112,10.0,21
15:30:35,2577.645,996,1000,112,10.0,21
15:30:35,2577.843,999,1000,112,10.0,21
15:30:35,2578.043,995,1000,112,10.0,21
15:30:36,2578.242,996,1000,112,10.0,21
15:30:36,2578.442,1000,1000,112,10.0,21
15:30:36,2578.642,1002,1000,112,10.0,21
15:30:36,2578.841,1004,1000,112,10.0,21
15:30:36,2579.041,1000,1000,112,10.0,21
15:30:37,2579.243,1002,1000,112,10.0,21
15:30:37,2579.445,1005,1000,112,10.0,21
15:30:37,2579.641,1004,1000,112,10.0,21
15:30:37,2579.843,1004,1000,112,10.0,21
15:30:37,2580.042,1004,1000,112,10.0,21
15:30:38,2580.246,997,1000,112,10.0,21
15:30:38,2580.435,998,1000,112,10.0,21
15:30:38,2580.635,999,1000,112,10.0,21
15:30:38,2580.835,996,1000,112,10.0,21
15:30:38,2581.034,991,1000,112,10.0,21
15:30:39,2581.234,995,1000,112,10.0,21
15:30:39,2581.436,993,1000,112,10.0,21
15:30:39,2581.636,992,1000,112,10.0,21
15:30:39,2581.838,997,1000,112,10.0,21
15:30:39,2582.041,997,1000,112,10.0,21
15:30:40,2582.242,1000,1000,112,10.0,21
15:30:40,2582.431,996,1000,112,10.0,21
15:30:40,2582.631,1000,1000,112,10.0,21
15:30:40,2582.83,1003,1000,112,10.0,21
15:30:40,2583.031,1004,1000,112,10.0,21
15:30:41,2583.232,1006,1000,112,10.0,21
15:30:41,2583.434,1000,1000,112,10.0,21
15:30:41,2583.635,1000,1000,112,10.0,21
15:30:41,2583.836,1003,1000,112,10.0,21
15:30:41,2584.027,999,1000,112,10.0,21
15:30:42,2584.227,1002,1000,112,10.0,21
15:30:42,2584.425,998,1000,112,10.0,21
15:30:42,2584.626,1000,1000,112,10.0,21
15:30:42,2584.828,1003,1000,112,10.0,21
15:30:42,2585.029,1005,1000,112,10.0,21
15:30:43,2585.231,1005,1000,112,10.0,21
15:30:43,2585.432,1005,1000,112,10.0,21
15:30:43,2585.622,1004,1000,112,10.0,21
15:30:43,2585.823,997,1000,112,10.0,21
15:30:43,2586.024,998,1000,112,10.0,21
15:30:44,2586.228,999,1000,112,10.0,21
15:30:44,2586.429,995,1000,112,10.0,21
15:30:44,2586.619,996,1000,112,10.0,21
15:30:44,2586.818,998,1000,112,10.0,21
15:30:44,2587.018,997,1000,112,10.0,21
15:30:45,2587.221,997,1000,112,10.0,21
15:30:45,2587.422,998,1000,112,10.0,21
15:30:45,2587.621,999,1000,112,10.0,21
15:30:45,2587.823,993,1000,112,10.0,21
15:30:45,2588.015,996,1000,112,10.0,21
15:30:46,2588.214,1000,1000,112,10.0,21
15:30:46,2588.413,1002,1000,112,10.0,21
15:30:46,2588.613,1005,1000,112,10.0,21
15:30:46,2588.815,1002,1000,112,10.0,21
15:30:46,2589.016,1002,1000,112,10.0,21
15:30:47,2589.22,1002,1000,112,10.0,21
15:30:47,2589.411,996,1000,112,10.0,21
15:30:47,2589.61,996,1000,112,10.0,21
15:30:47,2589.81,997,1000,112,10.0,21
15:30:47,2590.01,996,1000,112,10.0,21
15:30:48,2590.209,991,1000,112,10.0,21
15:30:48,2590.411,995,1000,112,10.0,21
15:30:48,2590.613,995,1000,112,10.0,21
15:30:48,2590.814,993,1000,112,10.0,21
15:30:48,2591.006,997,1000,112,10.0,21
15:30:49,2591.206,994,1000,112,10.0,21
15:30:49,2591.405,998,1000,112,10.0,21
15:30:49,2591.605,1001,1000,112,10.0,21
15:30:49,2591.806,1003,1000,112,10.0,21
15:30:49,2592.006,1005,1000,112,10.0,21
15:30:50,2592.206,999,1000,112,10.0,21
15:30:50,2592.407,1000,1000,112,10.0,21
15:30:50,2592.609,1003,1000,112,10.0,21
15:30:50,2592.808,999,1000,112,10.0,21
15:30:50,2593.01,1002,1000,112,10.0,21
15:30:51,2593.201,998,1000,112,10.0,21
15:30:51,2593.4,1002,1000,112,10.0,21
15:30:51,2593.603,998,1000,112,10.0,21
15:30:51,2593.804,1000,1000,112,10.0,21
15:30:51,2594.006,1003,1000,112,10.0,21
15:30:52,2594.198,999,1000,112,10.0,21
15:30:52,2594.398,1002,1000,112,10.0,21
15:30:52,2594.598,998,1000,112,10.0,21
15:30:52,2594.799,1000,1000,112,10.0,21
15:30:52,2594.997,1003,1000,112,10.0,21
15:30:53,2595.199,1005,1000,112,10.0,21
15:30:53,2595.401,1006,1000,112,10.0,21
15:30:53,2595.602,1005,1000,112,10.0,21
15:30:53,2595.804,1001,1000,112,10.0,21
15:30:53,2595.993,995,1000,112,10.0,21
15:30:54,2596.195,997,1000,112,10.0,21
15:30:54,2596.396,998,1000,112,10.0,21
15:30:54,2596.599,996,1000,112,10.0,21
15:30:54,2596.801,997,1000,112,10.0,21
15:30:54,2596.991,998,1000,112,10.0,21
15:30:55,2597.191,999,1000,112,10.0,21
15:30:55,2597.389,994,1000,112,10.0,21
15:30:55,2597.592,998,1000,112,10.0,21
15:30:55,2597.793,998,1000,112,10.0,21
15:30:55,2597.995,998,1000,112,10.0,21
15:30:56,2598.198,999,1000,112,10.0,21
15:30:56,2598.388,1000,1000,112,10.0,21
15:30:56,2598.586,996,1000,112,10.0,21
15:30:56,2598.79,992,1000,112,10.0,21
15:30:56,2598.991,997,1000,112,10.0,21
15:30:57,2599.19,994,1000,112,10.0,21
15:30:57,2599.392,997,1000,112,10.0,21
15:30:57,2599.584,1000,1000,112,10.0,21
15:30:57,2599.783,1002,1000,112,10.0,21
15:30:57,2599.982,1005,1000,112,10.0,21
